quarter_key,year,quarter,region_ar,city,property_type,sales_transactions,market_value,avg_price_m2,property_category_ar
2021Q3,2021,3,المنطقة الشرقية,Dammam,Commercial,5,7004750.0,,قطعة أرض-تجارى
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,20,83580572.0,3920.302038,فيلا
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,4,24763750.0,,فيلا
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,2,7200000.0,,فيلا
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,7,14672000.0,4843.721929,فيلا
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,4,6157802.0,,فيلا
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,4,8570941.05,,فيلا
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,7,15488252.15,4418.498168,فيلا
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,2,2956800.0,,فيلا
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,1,637000.0,,فيلا
2019Q2,2019,2,منطقة الرياض,Riyadh,Commercial,3,4980000.0,,قطعة أرض-تجارى
2020Q4,2020,4,المنطقة الشرقية,Dammam,Commercial,4,7330149.5,,قطعة أرض-تجارى
2021Q2,2021,2,المنطقة الشرقية,Dammam,Commercial,10,10110000.0,1490.654205,قطعة أرض-تجارى
2020Q3,2020,3,المنطقة الشرقية,Dammam,Commercial,4,3052500.0,,قطعة أرض-تجارى
2023Q3,2023,3,المنطقة الشرقية,Dammam,Commercial,17,43195717.0,1809.721037,قطعة أرض-تجارى
2019Q4,2019,4,المنطقة الشرقية,Dammam,Commercial,4,5444713.03,,قطعة أرض-تجارى
2022Q4,2022,4,المنطقة الشرقية,Dammam,Commercial,139,745318181.25,1483.89332,قطعة أرض-تجارى
2019Q1,2019,1,المنطقة الشرقية,Dammam,Commercial,4,3220000.0,,قطعة أرض-تجارى
2022Q1,2022,1,المنطقة الشرقية,Dammam,Commercial,61,144449154.3,1413.173167,قطعة أرض-تجارى
2022Q2,2022,2,المنطقة الشرقية,Dammam,Commercial,4,5914000.0,,قطعة أرض-تجارى
2021Q3,2021,3,المنطقة الشرقية,Dammam,Commercial,3,7732500.0,,قطعة أرض-تجارى
2020Q4,2020,4,المنطقة الشرقية,Dammam,Commercial,4,4220000.0,,قطعة أرض-تجارى
2020Q1,2020,1,المنطقة الشرقية,Dammam,Commercial,3,112270000.0,,قطعة أرض-تجارى
2022Q2,2022,2,منطقة الرياض,Riyadh,Commercial,5,10500000.0,,قطعة أرض-تجارى
2018Q3,2018,3,منطقة الرياض,Riyadh,Commercial,1,1600000.0,,قطعة أرض-تجارى
2021Q3,2021,3,منطقة الرياض,Riyadh,Commercial,10,21499547.0,3138.002102,قطعة أرض-تجارى
2020Q4,2020,4,منطقة الرياض,Riyadh,Commercial,6,9937000.0,2036.20178,قطعة أرض-تجارى
2020Q1,2020,1,منطقة الرياض,Riyadh,Commercial,10,13202263.0,2339.179082,قطعة أرض-تجارى
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,3,9750000.0,,فيلا
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,1,3000000.0,,فيلا
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,3,5925298.0,,فيلا
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,1,3900000.0,,فيلا
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,5,11750000.0,,فيلا
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,7,15366144.0,4495.337951,فيلا
2023Q1,2023,1,المنطقة الشرقية,Dammam,Commercial,1,5500000.0,,قطعة أرض-تجارى
2022Q4,2022,4,المنطقة الشرقية,Dammam,Commercial,3,3738628.0,,قطعة أرض-تجارى
2022Q1,2022,1,المنطقة الشرقية,Dammam,Commercial,4,10620000.0,,قطعة أرض-تجارى
2021Q2,2021,2,المنطقة الشرقية,Dammam,Commercial,1,16999999.34,,قطعة أرض-تجارى
2019Q4,2019,4,المنطقة الشرقية,Dammam,Commercial,1,15000000.0,,قطعة أرض-تجارى
2021Q1,2021,1,منطقة مكة المكرمة,Jeddah,Residential,3,9665900.0,,فيلا
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Residential,1,420000.0,,عمارة
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,2,3066146.0,,فيلا
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Residential,2,1585322.04,,فيلا
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,2,1979536.18,,فيلا
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Residential,1,900000.0,,فيلا
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,1,100000.0,,فيلا
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,7,9223259.5,2504.820479,فيلا
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,6,19763232.0,3515.294892,فيلا
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,2,3113000.0,,فيلا
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,2,6600000.0,,فيلا
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,1,5000000.0,,فيلا
2019Q3,2019,3,منطقة الرياض,Riyadh,Commercial,5,138328553.0,,قطعة أرض- زراعي
2022Q2,2022,2,منطقة الرياض,Riyadh,Commercial,7,22852800.0,3773.333333,قطعة أرض-تجارى
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,1,670000.0,,فيلا
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,2,5564745.0,,فيلا
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,2,11000000.0,,فيلا
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,2,4931000.0,,فيلا
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,3,11300000.0,,فيلا
2023Q1,2023,1,منطقة الرياض,Riyadh,Commercial,5,21365000.0,,قطعة أرض-تجارى
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,1,5000000.0,,فيلا
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,1,1738043.62,,فيلا
2019Q4,2019,4,المنطقة الشرقية,Dammam,Commercial,4,45924669.0,,قطعة أرض-تجارى
2019Q1,2019,1,المنطقة الشرقية,Dammam,Commercial,1,10000000.0,,قطعة أرض-تجارى
2023Q1,2023,1,منطقة مكة المكرمة,Makkah,Residential,3,1878808.38,,شقة
2022Q4,2022,4,منطقة تبوك,Tabuk,Residential,1,720000.0,,شقة
2022Q2,2022,2,منطقة تبوك,Tabuk,Residential,1,410000.0,,شقة
2021Q3,2021,3,منطقة تبوك,Tabuk,Residential,1,744840.0,,شقة
2023Q1,2023,1,منطقة تبوك,Tabuk,Residential,2,1420000.0,,شقة
2022Q2,2022,2,منطقة تبوك,Tabuk,Residential,3,1107170.0,,شقة
2021Q3,2021,3,منطقة تبوك,Tabuk,Residential,2,1245000.0,,شقة
2020Q4,2020,4,منطقة تبوك,Tabuk,Residential,2,1250000.0,,شقة
2020Q1,2020,1,منطقة تبوك,Tabuk,Residential,2,1013217.0,,شقة
2020Q2,2020,2,منطقة تبوك,Tabuk,Residential,1,618600.0,,شقة
2023Q3,2023,3,منطقة تبوك,Tabuk,Residential,2,900000.0,,شقة
2022Q4,2022,4,منطقة تبوك,Tabuk,Residential,4,2445000.0,,شقة
2022Q1,2022,1,منطقة تبوك,Tabuk,Residential,1,657031.0,,شقة
2023Q1,2023,1,منطقة تبوك,Tabuk,Residential,3,1876669.8,,شقة
2019Q2,2019,2,منطقة تبوك,Tabuk,Residential,2,2200000.0,,فيلا
2018Q3,2018,3,منطقة تبوك,Tabuk,Residential,1,800000.0,,فيلا
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,4,3826905.58,,فيلا
2019Q2,2019,2,المنطقة الشرقية,Dammam,Commercial,2,2550000.0,,قطعة أرض-تجارى
2019Q2,2019,2,المنطقة الشرقية,Dammam,Commercial,1,2121855.33,,قطعة أرض-تجارى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,6,2523521.08,2705.5499,فيلا
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,2,500000.0,,فيلا
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,3,4570000.0,,فيلا
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,5,2610000.0,,فيلا
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,3,2110000.0,,فيلا
2018Q1,2018,1,منطقة مكة المكرمة,Jeddah,Residential,3,4670000.0,,فيلا
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Residential,3,11431888.3,,فيلا
2018Q3,2018,3,منطقة مكة المكرمة,Jeddah,Residential,3,22442807.0,,فيلا
2023Q1,2023,1,منطقة مكة المكرمة,Jeddah,Residential,20,11053953.82,3068.458044,شقة
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,5,34000000.0,,فيلا
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Residential,1,3500000.0,,فيلا
2023Q3,2023,3,منطقة مكة المكرمة,Jeddah,Residential,8,33593745.0,9213.38301,فيلا
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,3,10400000.0,,فيلا
2022Q4,2022,4,منطقة مكة المكرمة,Jeddah,Residential,4,25487500.0,,فيلا
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Residential,3,11000000.0,,فيلا
2022Q1,2022,1,منطقة مكة المكرمة,Jeddah,Residential,3,8550000.0,,فيلا
2023Q3,2023,3,منطقة مكة المكرمة,Jeddah,Residential,29,19038295.0,3932.522356,شقة
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,59,34591528.77,3945.692451,شقة
2022Q4,2022,4,منطقة مكة المكرمة,Jeddah,Residential,32,24001414.0,4510.663515,شقة
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Residential,34,17862380.07,3801.322927,شقة
2022Q1,2022,1,منطقة مكة المكرمة,Jeddah,Residential,85,61235356.55,4078.762185,شقة
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Residential,2,5650000.0,,فيلا
2023Q2,2023,2,المنطقة الشرقية,Dammam,Commercial,1,2601000.0,,قطعة أرض-تجارى
2022Q3,2022,3,المنطقة الشرقية,Dammam,Commercial,6,17425003.33,1137.521047,قطعة أرض-تجارى
2022Q1,2022,1,المنطقة الشرقية,Dammam,Commercial,1,1000000.0,,قطعة أرض-تجارى
2023Q3,2023,3,المنطقة الشرقية,Dammam,Commercial,2,2000000.0,,قطعة أرض-تجارى
2020Q2,2020,2,المنطقة الشرقية,Dammam,Commercial,1,1077000.0,,قطعة أرض-تجارى
2019Q3,2019,3,المنطقة الشرقية,Dammam,Commercial,1,11500000.0,,قطعة أرض-تجارى
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,3,25846572.0,,فيلا
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,2,11767083.0,,فيلا
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,4,55050000.0,,فيلا
2022Q4,2022,4,منطقة مكة المكرمة,Jeddah,Residential,17,75610713.0,5558.786183,فيلا
2023Q1,2023,1,منطقة المدينة المنورة,Madinah,Residential,12,11782500.0,2711.239675,فيلا
2021Q1,2021,1,منطقة المدينة المنورة,Madinah,Commercial,1,6000000.0,,قطعة أرض- زراعي
2019Q4,2019,4,منطقة المدينة المنورة,Madinah,Residential,1,1250000.0,,فيلا
2023Q1,2023,1,منطقة المدينة المنورة,Madinah,Residential,1,1800000.0,,فيلا
2022Q2,2022,2,منطقة المدينة المنورة,Madinah,Residential,1,500000.0,,شقة
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,5,5649813.74,,فيلا
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,1,254817.5,,عمارة
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,2,8601760.0,,عمارة
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,3,660000.0,,عمارة
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,1,2489115.4,,عمارة
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,1,525000.0,,فيلا
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,1,270000.0,,فيلا
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,2,385000.0,,فيلا
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,3,3113000.0,,فيلا
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,3,2642992.0,,فيلا
2018Q4,2018,4,المنطقة الشرقية,Dammam,Commercial,1,755205.0,,قطعة أرض-تجارى
2018Q1,2018,1,المنطقة الشرقية,Dammam,Commercial,3,15556470.0,,قطعة أرض-تجارى
2019Q4,2019,4,المنطقة الشرقية,Dammam,Commercial,1,2525028.0,,قطعة أرض-تجارى
2019Q1,2019,1,المنطقة الشرقية,Dammam,Commercial,2,1758128.0,,قطعة أرض-تجارى
2019Q4,2019,4,المنطقة الشرقية,Dammam,Commercial,1,12523992.0,,قطعة أرض-تجارى
2019Q1,2019,1,المنطقة الشرقية,Dammam,Commercial,3,18791662.0,,قطعة أرض-تجارى
2022Q4,2022,4,المنطقة الشرقية,Dammam,Commercial,1,2000000.0,,قطعة أرض-تجارى
2023Q2,2023,2,منطقة الرياض,Riyadh,Commercial,3,105869763.0,,قطعة أرض-تجارى
2022Q3,2022,3,منطقة الرياض,Riyadh,Commercial,1,2930000.0,,قطعة أرض-تجارى
2021Q1,2021,1,منطقة الرياض,Riyadh,Commercial,1,1800000.0,,قطعة أرض-تجارى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,1,600000.0,,فيلا
2021Q4,2021,4,المنطقة الشرقية,Dammam,Commercial,1,1500000.0,,قطعة أرض-تجارى
2021Q1,2021,1,المنطقة الشرقية,Dammam,Commercial,4,4442700.0,,قطعة أرض-تجارى
2018Q2,2018,2,المنطقة الشرقية,Dammam,Commercial,1,1763904.0,,قطعة أرض-تجارى
2019Q4,2019,4,المنطقة الشرقية,Dammam,Residential,4,6000000.0,,قطعة أرض-سكنى
2022Q4,2022,4,المنطقة الشرقية,Dammam,Residential,1,1410000.0,,قطعة أرض-سكنى
2022Q1,2022,1,المنطقة الشرقية,Dammam,Residential,3,4995142.0,,قطعة أرض-سكنى
2019Q2,2019,2,المنطقة الشرقية,Dammam,Residential,1,1471920.0,,قطعة أرض-سكنى
2018Q2,2018,2,المنطقة الشرقية,Dammam,Residential,14,12270062.28,1448.730238,قطعة أرض-سكنى
2023Q3,2023,3,المنطقة الشرقية,Dammam,Residential,6,8432852.0,2247.675193,قطعة أرض-سكنى
2022Q4,2022,4,المنطقة الشرقية,Dammam,Residential,11,14593409.48,2289.3193,قطعة أرض-سكنى
2022Q1,2022,1,المنطقة الشرقية,Dammam,Residential,19,27915113.18,1672.623771,قطعة أرض-سكنى
2020Q4,2020,4,المنطقة الشرقية,Dammam,Residential,1,1000000.0,,قطعة أرض-سكنى
2019Q2,2019,2,منطقة الرياض,Riyadh,Commercial,8,55707230.0,4259.031276,قطعة أرض-تجارى
2018Q3,2018,3,منطقة الرياض,Riyadh,Commercial,6,20813862.0,6282.390561,قطعة أرض-تجارى
2018Q2,2018,2,منطقة الرياض,Riyadh,Commercial,15,19024528.0,1118.300486,قطعة أرض-تجارى
2023Q3,2023,3,منطقة الرياض,Riyadh,Commercial,14,37369192.0,2826.641912,قطعة أرض-تجارى
2022Q4,2022,4,منطقة الرياض,Riyadh,Commercial,16,38979632.26,2746.721311,قطعة أرض-تجارى
2022Q1,2022,1,منطقة الرياض,Riyadh,Commercial,51,96340976.85,1640.698065,قطعة أرض-تجارى
2022Q2,2022,2,منطقة الرياض,Riyadh,Commercial,23,44089573.0,1808.796296,قطعة أرض-تجارى
2021Q3,2021,3,منطقة الرياض,Riyadh,Commercial,37,103689848.0,2249.567457,قطعة أرض-تجارى
2020Q4,2020,4,منطقة الرياض,Riyadh,Commercial,34,51055219.5,1339.18463,قطعة أرض-تجارى
2020Q1,2020,1,منطقة الرياض,Riyadh,Commercial,29,42792595.0,1256.962035,قطعة أرض-تجارى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,8,2970000.0,604.554865,قطعة أرض-سكنى
2020Q4,2020,4,منطقة تبوك,Tabuk,Commercial,1,3501700.0,,قطعة أرض-تجارى
2019Q1,2019,1,منطقة تبوك,Tabuk,Commercial,1,245000.0,,قطعة أرض-تجارى
2023Q2,2023,2,منطقة تبوك,Tabuk,Residential,1,70000.0,,فيلا
2022Q3,2022,3,منطقة تبوك,Tabuk,Residential,1,10.0,,فيلا
2020Q2,2020,2,منطقة تبوك,Tabuk,Residential,1,370000.0,,شقة
2023Q2,2023,2,منطقة تبوك,Tabuk,Residential,1,10.0,,شقة
2021Q4,2021,4,منطقة تبوك,Tabuk,Residential,1,373560.0,,شقة
2018Q1,2018,1,منطقة تبوك,Tabuk,Residential,1,300000.0,,شقة
2019Q3,2019,3,منطقة تبوك,Tabuk,Commercial,3,1295000.0,,قطعة أرض-تجارى
2018Q4,2018,4,منطقة تبوك,Tabuk,Commercial,5,2951350.0,,قطعة أرض-تجارى
2021Q1,2021,1,منطقة تبوك,Tabuk,Commercial,10,10516587.66,1466.666805,قطعة أرض-تجارى
2021Q2,2021,2,منطقة تبوك,Tabuk,Commercial,1,250000.0,,قطعة أرض-تجارى
2020Q4,2020,4,منطقة تبوك,Tabuk,Residential,2,963588.0,,فيلا
2022Q1,2022,1,منطقة تبوك,Tabuk,Commercial,1,5083400.0,,قطعة أرض-تجارى
2020Q1,2020,1,منطقة تبوك,Tabuk,Residential,1,700000.0,,شقة
2020Q1,2020,1,المنطقة الشرقية,Dammam,Residential,5,5380953.0,,قطعة أرض-سكنى
2022Q2,2022,2,المنطقة الشرقية,Dammam,Residential,72,99550029.0,2029.72979,قطعة أرض-سكنى
2021Q3,2021,3,المنطقة الشرقية,Dammam,Residential,20,25406553.0,1807.372788,قطعة أرض-سكنى
2020Q4,2020,4,المنطقة الشرقية,Dammam,Residential,16,27110525.0,1454.591246,قطعة أرض-سكنى
2020Q1,2020,1,المنطقة الشرقية,Dammam,Residential,15,16485187.25,1430.041075,قطعة أرض-سكنى
2020Q2,2020,2,المنطقة الشرقية,Dammam,Residential,28,52339865.0,1592.448828,قطعة أرض-سكنى
2019Q3,2019,3,المنطقة الشرقية,Dammam,Residential,21,25098534.16,1650.63595,قطعة أرض-سكنى
2018Q4,2018,4,المنطقة الشرقية,Dammam,Residential,22,20635219.95,1422.173087,قطعة أرض-سكنى
2018Q1,2018,1,المنطقة الشرقية,Dammam,Residential,9,6357752.0,675.137333,قطعة أرض-سكنى
2023Q1,2023,1,المنطقة الشرقية,Dammam,Residential,1,800000.0,,قطعة أرض-سكنى
2019Q2,2019,2,المنطقة الشرقية,Dammam,Residential,35,42729994.88,1218.162296,قطعة أرض-سكنى
2018Q3,2018,3,المنطقة الشرقية,Dammam,Residential,7,13377366.0,1423.252341,قطعة أرض-سكنى
2023Q1,2023,1,المنطقة الشرقية,Dammam,Residential,9,23234978.0,1989.261923,قطعة أرض-سكنى
2019Q2,2019,2,منطقة مكة المكرمة,Makkah,Residential,2,6000000.0,,فيلا
2018Q3,2018,3,منطقة مكة المكرمة,Makkah,Residential,2,13012500.0,,فيلا
2023Q1,2023,1,منطقة مكة المكرمة,Makkah,Residential,3,894640.0,,فيلا
2023Q2,2023,2,منطقة مكة المكرمة,Makkah,Commercial,1,32063520.0,,قطعة أرض-تجارى
2021Q2,2021,2,منطقة مكة المكرمة,Makkah,Residential,7,46882371.0,5274.034555,فيلا
2020Q3,2020,3,منطقة مكة المكرمة,Makkah,Residential,2,36785648.0,,فيلا
2019Q4,2019,4,منطقة مكة المكرمة,Makkah,Residential,2,4470060.0,,فيلا
2019Q1,2019,1,منطقة مكة المكرمة,Makkah,Residential,3,10028400.0,,فيلا
2023Q3,2023,3,منطقة مكة المكرمة,Makkah,Residential,2,400000.0,,فيلا
2018Q3,2018,3,منطقة مكة المكرمة,Jeddah,Commercial,1,100000.0,,قطعة أرض-تجارى
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Commercial,5,23710868.0,,قطعة أرض-تجارى
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Commercial,2,5169566.0,,قطعة أرض-تجارى
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Commercial,2,8500000.0,,قطعة أرض-تجارى
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Commercial,4,4337500.0,,قطعة أرض-تجارى
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Commercial,5,23548200.0,,قطعة أرض-تجارى
2021Q1,2021,1,منطقة مكة المكرمة,Jeddah,Commercial,8,18800000.0,1704.545454,قطعة أرض-تجارى
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Commercial,1,576875.0,,قطعة أرض-تجارى
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,19,8723750.0,812.261148,قطعة أرض-سكنى
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,38,11610000.0,566.155522,قطعة أرض-سكنى
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,90,23195666.67,354.655637,قطعة أرض-سكنى
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,60,9748412.24,243.846911,قطعة أرض-سكنى
2018Q2,2018,2,منطقة الرياض,Riyadh,Commercial,11,177648723.0,2993.089975,قطعة أرض-تجارى
2021Q2,2021,2,منطقة الرياض,Riyadh,Commercial,26,38884999.98,1304.344361,قطعة أرض-تجارى
2020Q3,2020,3,منطقة الرياض,Riyadh,Commercial,26,29281350.82,1239.799395,قطعة أرض-تجارى
2019Q4,2019,4,منطقة الرياض,Riyadh,Commercial,26,45655950.0,1341.025882,قطعة أرض-تجارى
2019Q1,2019,1,منطقة الرياض,Riyadh,Commercial,35,44644634.73,1052.812912,قطعة أرض-تجارى
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,18,5580000.0,620.940915,قطعة أرض-سكنى
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,18,4892000.0,639.836567,قطعة أرض-سكنى
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,72,32610000.0,684.038217,قطعة أرض-سكنى
2020Q2,2020,2,منطقة الرياض,Riyadh,Commercial,4,9312999.5,,قطعة أرض-تجارى
2023Q2,2023,2,منطقة الرياض,Riyadh,Commercial,9,19740000.0,2811.776381,قطعة أرض-تجارى
2019Q3,2019,3,منطقة الرياض,Riyadh,Commercial,5,10931755.83,,قطعة أرض-تجارى
2022Q3,2022,3,منطقة الرياض,Riyadh,Commercial,16,505264599.0,1240.586488,قطعة أرض-تجارى
2018Q4,2018,4,منطقة الرياض,Riyadh,Commercial,7,24565000.0,2556.880391,قطعة أرض-تجارى
2021Q4,2021,4,منطقة الرياض,Riyadh,Commercial,12,156801000.0,2559.476726,قطعة أرض-تجارى
2018Q1,2018,1,منطقة الرياض,Riyadh,Commercial,3,5653373.77,,قطعة أرض-تجارى
2021Q1,2021,1,منطقة الرياض,Riyadh,Commercial,12,23687000.0,2458.419958,قطعة أرض-تجارى
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,14,1326000.0,121.036007,قطعة أرض-سكنى
2023Q2,2023,2,منطقة الرياض,Riyadh,Commercial,24,52911508.81,2240.57271,قطعة أرض-تجارى
2022Q3,2022,3,منطقة الرياض,Riyadh,Commercial,26,90333350.0,2325.237763,قطعة أرض-تجارى
2021Q4,2021,4,منطقة الرياض,Riyadh,Commercial,39,67021194.27,2092.303691,قطعة أرض-تجارى
2021Q1,2021,1,منطقة الرياض,Riyadh,Commercial,30,49076965.89,1766.478289,قطعة أرض-تجارى
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,2,1800000.0,,فيلا
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,2,2555515.15,,فيلا
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Residential,7,35185950.0,8643.687857,فيلا
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,6,13246441.0,6153.846153,فيلا
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Residential,12,35120380.8,7325.212563,فيلا
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,11,33115612.23,5676.878505,فيلا
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,7,14684622.55,4951.100541,فيلا
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,8,13563000.0,4371.625825,فيلا
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,3,49681786.0,,فيلا
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,13,16497500.0,4774.042435,فيلا
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,1,5940000.0,,فيلا
2020Q2,2020,2,منطقة الرياض,Riyadh,Commercial,1,42548446.0,,قطعة أرض-تجارى
2019Q3,2019,3,منطقة الرياض,Riyadh,Commercial,1,10500000.0,,قطعة أرض-تجارى
2018Q4,2018,4,منطقة الرياض,Riyadh,Commercial,1,31000000.0,,قطعة أرض-تجارى
2018Q1,2018,1,منطقة الرياض,Riyadh,Commercial,1,30000000.0,,قطعة أرض-تجارى
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,12,5935000.0,2754.788458,فيلا
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,20,7197142.85,2758.321203,فيلا
2020Q2,2020,2,منطقة الرياض,Riyadh,Commercial,13,12378650.19,1038.632249,قطعة أرض-تجارى
2023Q2,2023,2,منطقة الرياض,Riyadh,Commercial,17,34402894.6,1867.126849,قطعة أرض-تجارى
2019Q3,2019,3,منطقة الرياض,Riyadh,Commercial,11,39756283.0,1202.652158,قطعة أرض-تجارى
2022Q3,2022,3,منطقة الرياض,Riyadh,Commercial,30,64822710.0,1236.302032,قطعة أرض-تجارى
2022Q2,2022,2,منطقة الرياض,Riyadh,Commercial,38,458643233.0,3800.239011,قطعة أرض-تجارى
2021Q3,2021,3,منطقة الرياض,Riyadh,Commercial,24,201464397.78,2307.579766,قطعة أرض-تجارى
2020Q4,2020,4,منطقة الرياض,Riyadh,Commercial,28,440262629.5,1932.967481,قطعة أرض-تجارى
2020Q1,2020,1,منطقة الرياض,Riyadh,Commercial,13,55974271.0,1606.770888,قطعة أرض-تجارى
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,10,14014103.0,4402.715646,فيلا
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,2,2598649.0,,فيلا
2022Q2,2022,2,منطقة الرياض,Riyadh,Commercial,14,27241305.5,1468.248986,قطعة أرض-تجارى
2021Q3,2021,3,منطقة الرياض,Riyadh,Commercial,22,38810999.98,1110.427731,قطعة أرض-تجارى
2020Q4,2020,4,منطقة الرياض,Riyadh,Commercial,5,7596439.0,,قطعة أرض-تجارى
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,7,14942735.0,6067.48919,فيلا
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Residential,2,2275000.0,,فيلا
2018Q3,2018,3,منطقة مكة المكرمة,Jeddah,Residential,4,34591836.62,,فيلا
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,4,4859600.0,,فيلا
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Residential,2,1597010.0,,فيلا
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,10,357477208.0,1463.043339,فيلا
2023Q1,2023,1,منطقة مكة المكرمة,Jeddah,Residential,6,21027305.0,7239.130434,فيلا
2023Q1,2023,1,منطقة مكة المكرمة,Jeddah,Residential,2,1870660.0,,فيلا
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,6,18700000.0,7159.442724,فيلا
